benchmark,input,seed,config,evidence_level,simulator,prefetches_issued,useful_prefetches,useless_prefetches,late_prefetches,queue_drops,coverage,accuracy,lateness_rate,log_path,notes
linked_list,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,0,0,0,0,0,0.000000,NA,NA,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
linked_list,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,350,17,333,0,0,0.139344,0.048571,0.000000,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
linked_list,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,10,3,7,0,0,0.024590,0.300000,0.000000,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
linked_list,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,121,0,121,121,0,0.000000,0.000000,1.000000,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
linked_list,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,0,0,0,0,0,0.000000,NA,NA,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
linked_list,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,0,0,0,0,0,0.000000,NA,NA,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
linked_list,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,342,15,327,0,0,0.125000,0.043860,0.000000,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
linked_list,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,14,3,11,3,0,0.025000,0.214286,0.214286,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
linked_list,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,119,0,119,119,0,0.000000,0.000000,1.000000,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
linked_list,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,0,0,0,0,0,0.000000,NA,NA,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
linked_list,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,0,0,0,0,0,0.000000,NA,NA,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
linked_list,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,345,24,321,0,0,0.196721,0.069565,0.000000,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
linked_list,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,16,3,13,7,0,0.024590,0.187500,0.437500,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
linked_list,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,121,0,121,121,0,0.000000,0.000000,1.000000,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
linked_list,small,3,copper,independent_sim,source_backed_trace_event_sim_v1,0,0,0,0,0,0.000000,NA,NA,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
tree_traversal,small,1,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,0,0,0,0,0,0.000000,NA,NA,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
tree_traversal,small,1,next_line,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0,0,0.000000,0.000000,0.000000,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
tree_traversal,small,1,stride,independent_sim,source_backed_trace_event_sim_v1,0,0,0,0,0,0.000000,NA,NA,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
tree_traversal,small,1,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,127,0,127,127,0,0.000000,0.000000,1.000000,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
tree_traversal,small,1,copper,independent_sim,source_backed_trace_event_sim_v1,0,0,0,0,0,0.000000,NA,NA,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
tree_traversal,small,2,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,0,0,0,0,0,0.000000,NA,NA,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
tree_traversal,small,2,next_line,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0,0,0.000000,0.000000,0.000000,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
tree_traversal,small,2,stride,independent_sim,source_backed_trace_event_sim_v1,0,0,0,0,0,0.000000,NA,NA,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
tree_traversal,small,2,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,127,0,127,127,0,0.000000,0.000000,1.000000,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
tree_traversal,small,2,copper,independent_sim,source_backed_trace_event_sim_v1,0,0,0,0,0,0.000000,NA,NA,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
tree_traversal,small,3,no_prefetch,independent_sim,source_backed_trace_event_sim_v1,0,0,0,0,0,0.000000,NA,NA,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
tree_traversal,small,3,next_line,independent_sim,source_backed_trace_event_sim_v1,384,0,384,0,0,0.000000,0.000000,0.000000,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
tree_traversal,small,3,stride,independent_sim,source_backed_trace_event_sim_v1,0,0,0,0,0,0.000000,NA,NA,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
tree_traversal,small,3,simple_pointer_chase,independent_sim,source_backed_trace_event_sim_v1,127,0,127,127,0,0.000000,0.000000,1.000000,research/results/logs/independent_sim/independent_sim_eval.jsonl,NA means the denominator was zero; duplicate prefetches are suppressed by the independent simulator.
